Zone,Nom,Catégorie,Statut,Adresse,Latitude,Longitude,Image
Sour Jdid,Café sans nom,Café,Formel,Café sans nom,33.6000917,-7.6358436,icons/cafe.png
Assoukhour Assawda,Burger King,Restaurant,Formel,Burger King,33.5865018,-7.5927968,icons/restaurant.png
Assoukhour Assawda,Domino's,Restaurant,Formel,Domino's,33.5862694,-7.592595,icons/restaurant.png
Assoukhour Assawda,McDonald's,Restaurant,Formel,McDonald's,33.5858757,-7.5928149,icons/restaurant.png
Anfa Supérieur,LV Lounge Casablanca,Café,Formel,"Rue de la Mer Jaune, Casablanca",33.5942671,-7.676674,icons/cafe.png
Ain Diab,LV LOUNGE CASABLANCA,Café,Formel,"Rue de la Mer Jaune, Casablanca",33.5938024,-7.6776745,icons/cafe.png
Hay Mohammadi,سبع عيون,Café,Formel,Boulevard de la Grande Ceinture شارع الحزام الكبير,33.5830051,-7.5543149,icons/cafe.png
Dar Bouazza,BIM,Supermarché,Formel,BIM,33.5343791,-7.7254623,icons/supermarket.png
Arrondissement d'Aïn Sebaâ,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.6045098,-7.5367318,icons/restaurant.png
Bouskoura,Sazio,Restaurant,Formel,Sazio,33.4746919,-7.6070534,icons/restaurant.png
Bouskoura,Les Maîtres du Pain,Boulangerie,Formel,Les Maîtres du Pain,33.4750219,-7.6074912,icons/bakery.png
Bouskoura,Fifties,Restaurant,Formel,Fifties,33.4747887,-7.6069203,icons/restaurant.png
Ancienne Medina,BİM,Supermarché,Formel,BİM,33.5944393,-7.6061698,icons/supermarket.png
L'Oasis,Guillaume Tell,Restaurant,Formel,Guillaume Tell,33.5584027,-7.6365781,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.592645,-7.6057098,icons/restaurant.png
Ancienne Medina,Parapharmacie sans nom,Parapharmacie,Formel,Parapharmacie sans nom,33.5990643,-7.6196099,icons/pharmacy.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5952032,-7.6170338,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5957634,-7.6121601,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5958763,-7.6115436,icons/restaurant.png
N/A,Pharmacie Echifa صيدلية الشفاء,Parapharmacie,Formel,Had Soualem,33.4152464,-7.8652183,icons/pharmacy.png
Ancienne Medina,Ramses,Restaurant,Formel,Place des Nations Unies,33.5953961,-7.6177769,icons/restaurant.png
Bouskoura,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.4852892,-7.6712046,icons/restaurant.png
Bouskoura,Café sans nom,Café,Formel,Café sans nom,33.4854592,-7.6712529,icons/cafe.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5926127,-7.6211353,icons/restaurant.png
Arrondissement d'Aïn Sebaâ,Café sans nom,Café,Formel,Boulevard Ali Yata شارع علي يعتة,33.6029539,-7.5326442,icons/cafe.png
Habous ⵍⵃⵓⴱⵓⵙ الحبوس,Zayna,Restaurant,Formel,Zayna,33.5772485,-7.6073776,icons/restaurant.png
Assoukhour Assawda,Espace El Wyam,Café,Formel,"Boulevard Mohammed V, Casablanca",33.5934545,-7.6008725,icons/cafe.png
Arrondissement d'Aïn Sebaâ,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,Boulevard Chefchaouni,33.6094935,-7.5335605,icons/convenience.png
Arrondissement d'Aïn Sebaâ,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,Supérette / Mini-market sans nom,33.6113542,-7.5309654,icons/convenience.png
Arrondissement d'Aïn Sebaâ,Café sans nom,Café,Formel,Boulevard Chefchaouni,33.6118535,-7.5305587,icons/cafe.png
Arrondissement d'Aïn Sebaâ,Restaurant sans nom,Restaurant,Formel,Boulevard de la Gare,33.612038,-7.5308441,icons/restaurant.png
Arrondissement d'Aïn Sebaâ,Boulangerie sans nom,Boulangerie,Formel,Boulevard Chefchaouni,33.6117684,-7.5307035,icons/bakery.png
Arrondissement d'Aïn Sebaâ,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,Boulevard de la Gare,33.6122464,-7.5308494,icons/convenience.png
Sour Jdid,Le Gatsby,Restaurant,Formel,Le Gatsby,33.6075479,-7.6297906,icons/restaurant.png
Sidi Maârouf,BİM,Supermarché,Formel,BİM,33.5189452,-7.6444846,icons/supermarket.png
Sidi Maârouf,Pharmacie Lina,Parapharmacie,Formel,Pharmacie Lina,33.5193641,-7.6448467,icons/pharmacy.png
Arrondissement de Sidi Belyout,Café sans nom,Café,Formel,Boulevard Lahcen Ouidder,33.5874297,-7.6116605,icons/cafe.png
Sidi Maârouf,Epicier Oujdi,Supermarché,Formel,Epicier Oujdi,33.5217794,-7.6455492,icons/supermarket.png
Bouskoura,Restaurants Petromine Bouskoura,Restaurant,Formel,Restaurants Petromine Bouskoura,33.4873604,-7.6337505,icons/restaurant.png
Sidi Maârouf,Street London,Restaurant,Formel,Street London,33.52237,-7.6428551,icons/restaurant.png
Sidi Maârouf,c3002953,Restaurant,Formel,c3002953,33.5217415,-7.6445565,icons/restaurant.png
Sidi Maârouf,Bistro Bouich,Café,Formel,Bistro Bouich,33.5228871,-7.6442839,icons/cafe.png
Sidi Maârouf,Soufloeuf,Restaurant,Formel,Soufloeuf,33.5231697,-7.6447584,icons/restaurant.png
Sidi Maârouf,Coqueleto,Restaurant,Formel,Coqueleto,33.5235755,-7.6455656,icons/restaurant.png
Sidi Maârouf,Casablanca shore,Restaurant,Formel,Casablanca shore,33.521459,-7.6433966,icons/restaurant.png
Arrondissement d'Aïn-Chock,BİM,Supermarché,Formel,BİM,33.5147228,-7.6453389,icons/supermarket.png
Sidi Maârouf,Pharmacie Oum El Kheir,Parapharmacie,Formel,Pharmacie Oum El Kheir,33.5216085,-7.6432172,icons/pharmacy.png
Sidi Maârouf,Café Tres flores,Café,Formel,Café Tres flores,33.5174306,-7.6457606,icons/cafe.png
Sidi Maârouf,BİM,Supermarché,Formel,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5275334,-7.649661,icons/supermarket.png
Ancienne Medina,Épicerie sans nom,Épicerie,Informel,Épicerie sans nom,33.5885606,-7.6057723,icons/greengrocer.png
Ancienne Medina,Le Riad,Restaurant,Formel,Rue Mohamed El Qorri,33.5939635,-7.614938,icons/restaurant.png
Gauthier,Café sans nom,Café,Formel,Boulevard d'Anfa شارع أنفا,33.5930049,-7.6315698,icons/cafe.png
Arrondissement de Sidi Moumen,مقهى المهدي ايس,Café,Formel,Avenue Assalam شارع السلام,33.5900658,-7.4938116,icons/cafe.png
Arrondissement de Sidi Moumen,Cafe rose marine,Café,Formel,Cafe rose marine,33.5949914,-7.5084597,icons/cafe.png
Arrondissement de Mers Sultan,صيدلية لاجيروند,Parapharmacie,Formel,rond point boulevard la gironde et rue ifni,33.5838442,-7.599537,icons/pharmacy.png
Arrondissement de Sidi Moumen,Cafe elkaram,Café,Formel,Cafe elkaram,33.5954261,-7.5086835,icons/cafe.png
Arrondissement de Sidi Moumen,Beg brader,Café,Formel,Beg brader,33.5951563,-7.5076554,icons/cafe.png
Anfa Supérieur,Raffaello Casablanca,Restaurant,Formel,"Rue Des Rochers Ain Diab, Casablanca",33.5921312,-7.6791656,icons/restaurant.png
Anfa Supérieur,Sicilia,Restaurant,Formel,"Rue Des Rochers Ain Diab, Casablanca",33.592135,-7.6792447,icons/restaurant.png
Dar Bouazza,Pharmacie hay el fath 2 arrahma,Parapharmacie,Formel,Pharmacie hay el fath 2 arrahma,33.5314403,-7.7181929,icons/pharmacy.png
راسين,Loscar,Restaurant,Formel,"Boulevard d'Anfa شارع أنفا, Casablanca",33.5911665,-7.6363195,icons/restaurant.png
Sour Jdid,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.6053778,-7.6288227,icons/restaurant.png
Sour Jdid,Whatsapp Cafe,Café,Formel,Boulevard de Bordeaux,33.6000202,-7.6363094,icons/cafe.png
Sour Jdid,Cafe Goulmima,Café,Formel,Rue de Goulmima,33.6008673,-7.6365876,icons/cafe.png
Maârif,Café sans nom,Café,Formel,Boulevard Ibrahim Roudani,33.5826326,-7.6327982,icons/cafe.png
Gauthier,Restaurant Rossignol,Restaurant,Formel,Restaurant Rossignol,33.5902873,-7.6304589,icons/restaurant.png
Sour Jdid,La Kitchenette de Thi Hue,Restaurant,Formel,"Rue Tamaârouft, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.598658,-7.637643,icons/restaurant.png
Sour Jdid,Café sans nom,Café,Formel,Café sans nom,33.5975448,-7.6383168,icons/cafe.png
Sour Jdid,Pizzeria,Restaurant,Formel,Rue de Goulmima,33.6009809,-7.634836,icons/restaurant.png
Berger,Restaurant sans nom,Restaurant,Formel,Rue Abou Souifiane Attaouri,33.5756274,-7.6461268,icons/restaurant.png
Ancienne Medina,Aux petits beurres,Boulangerie,Formel,bd Khouribga,33.5897298,-7.6052136,icons/bakery.png
Dar Bouazza,Café Amanda,Café,Formel,Café Amanda,33.5224342,-7.7517481,icons/cafe.png
Hay Mohammadi,سوق السلام,Supermarché,Formel,سوق السلام,33.5849068,-7.5540871,icons/supermarket.png
Bouskoura,Marjane,Supermarché,Formel,Marjane,33.4753036,-7.6069947,icons/supermarket.png
Sidi Bernoussi,Café sans nom,Café,Formel,Café sans nom,33.6154116,-7.4979764,icons/cafe.png
Sidi Bernoussi,Café sans nom,Café,Formel,Café sans nom,33.6155993,-7.4980542,icons/cafe.png
Sidi Bernoussi,Café boustane,Café,Formel,Café boustane,33.6157914,-7.4981454,icons/cafe.png
Sidi Bernoussi,Café breda,Café,Formel,Café breda,33.6157266,-7.4982876,icons/cafe.png
Sidi Bernoussi,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.6155792,-7.4989528,icons/restaurant.png
Sidi Bernoussi,Café sans nom,Café,Formel,Café sans nom,33.6156841,-7.498478,icons/cafe.png
Sidi Bernoussi,Café sans nom,Café,Formel,Café sans nom,33.6152441,-7.4961391,icons/cafe.png
Sidi Bernoussi,Boulangerie sans nom,Boulangerie,Formel,Boulangerie sans nom,33.6144668,-7.4950716,icons/bakery.png
Sidi Bernoussi,Café Al falouja,Café,Formel,Café Al falouja,33.6140938,-7.4991512,icons/cafe.png
Sidi Bernoussi,Café sans nom,Café,Formel,Café sans nom,33.6139072,-7.4972938,icons/cafe.png
Sidi Bernoussi,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.6137676,-7.4972911,icons/restaurant.png
Sidi Bernoussi,Café sans nom,Café,Formel,Café sans nom,33.6139999,-7.4960399,icons/cafe.png
Sidi Bernoussi,City Pool,Restaurant,Formel,City Pool,33.6142457,-7.4959916,icons/restaurant.png
Sidi Bernoussi,Firstline,Restaurant,Formel,Firstline,33.6127893,-7.4946881,icons/restaurant.png
Sidi Bernoussi,Café sans nom,Café,Formel,Café sans nom,33.612682,-7.4946505,icons/cafe.png
Sidi Bernoussi,Boulangerie sans nom,Boulangerie,Formel,Boulangerie sans nom,33.6090276,-7.4975526,icons/bakery.png
Sidi Bernoussi,Café sans nom,Café,Formel,Café sans nom,33.6127982,-7.4991083,icons/cafe.png
Sidi Bernoussi,Café sans nom,Café,Formel,Café sans nom,33.6126597,-7.4990493,icons/cafe.png
Sidi Bernoussi,BİM,Supermarché,Formel,BİM,33.612414,-7.499001,icons/supermarket.png
Sidi Bernoussi,Café sans nom,Café,Formel,Café sans nom,33.6125838,-7.4990064,icons/cafe.png
Sidi Bernoussi,Boulangerie sans nom,Boulangerie,Formel,Boulangerie sans nom,33.616017,-7.4974856,icons/bakery.png
Sidi Bernoussi,Boulangerie sans nom,Boulangerie,Formel,Boulangerie sans nom,33.6155524,-7.4973622,icons/bakery.png
Sidi Bernoussi,snack said,Restaurant,Formel,snack said,33.6150341,-7.497786,icons/restaurant.png
Sidi Bernoussi,snack ounain,Restaurant,Formel,snack ounain,33.6149359,-7.4982473,icons/restaurant.png
Sidi Bernoussi,Parapharmacie sans nom,Parapharmacie,Formel,Parapharmacie sans nom,33.6146857,-7.5000712,icons/pharmacy.png
Sidi Bernoussi,Parapharmacie sans nom,Parapharmacie,Formel,Parapharmacie sans nom,33.6152352,-7.4970564,icons/pharmacy.png
Sidi Bernoussi,Boulangerie sans nom,Boulangerie,Formel,Boulangerie sans nom,33.6126932,-7.4940846,icons/bakery.png
Sidi Bernoussi,Café sans nom,Café,Formel,Café sans nom,33.6113708,-7.4960908,icons/cafe.png
Sidi Bernoussi,Café sans nom,Café,Formel,Café sans nom,33.6085903,-7.5028747,icons/cafe.png
Sidi Bernoussi,Café sans nom,Café,Formel,Café sans nom,33.6097405,-7.5116697,icons/cafe.png
Sidi Bernoussi,Café sans nom,Café,Formel,Café sans nom,33.6095707,-7.5119969,icons/cafe.png
Sidi Bernoussi,Parapharmacie sans nom,Parapharmacie,Formel,Parapharmacie sans nom,33.6094992,-7.5068041,icons/pharmacy.png
Sidi Bernoussi,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.6089452,-7.5063106,icons/restaurant.png
Sidi Bernoussi,Café sans nom,Café,Formel,Café sans nom,33.6076362,-7.5051734,icons/cafe.png
Sidi Bernoussi,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.606832,-7.5052002,icons/restaurant.png
Sidi Bernoussi,Café Oliva,Café,Formel,Café Oliva,33.6135334,-7.5024858,icons/cafe.png
Sidi Bernoussi,مقهى كاليس,Café,Formel,مقهى كاليس,33.6143197,-7.5028935,icons/cafe.png
Sidi Bernoussi,Boulangerie sans nom,Boulangerie,Formel,Boulangerie sans nom,33.613998,-7.4967941,icons/bakery.png
Arrondissement de Sidi Bernoussi,BİM,Supermarché,Formel,BİM,33.6180007,-7.4804327,icons/supermarket.png
Arrondissement de Sidi Bernoussi,Parapharmacie sans nom,Parapharmacie,Formel,Parapharmacie sans nom,33.6177818,-7.479982,icons/pharmacy.png
Arrondissement d'Aïn Sebaâ,Café sans nom,Café,Formel,Café sans nom,33.6030678,-7.525483,icons/cafe.png
Arrondissement de Sidi Bernoussi,Café morocco,Café,Formel,Café morocco,33.6053152,-7.5092047,icons/cafe.png
Arrondissement de Sidi Bernoussi,Bim,Supermarché,Formel,Bim,33.6028221,-7.51024,icons/supermarket.png
Arrondissement d'Aïn Sebaâ,BİM,Supermarché,Formel,BİM,33.6085701,-7.5204759,icons/supermarket.png
Arrondissement d'Aïn Sebaâ,Café sans nom,Café,Formel,Café sans nom,33.6087215,-7.5207977,icons/cafe.png
Arrondissement d'Aïn Sebaâ,Café sans nom,Café,Formel,Café sans nom,33.6086247,-7.5210687,icons/cafe.png
Arrondissement d'Aïn Sebaâ,Café sans nom,Café,Formel,Café sans nom,33.6085577,-7.5212534,icons/cafe.png
Arrondissement d'Aïn Sebaâ,Venizia ice ain sebaa,Café,Formel,Venizia ice ain sebaa,33.6084212,-7.5216437,icons/cafe.png
Arrondissement d'Aïn Sebaâ,Café sans nom,Café,Formel,Café sans nom,33.6083743,-7.5218105,icons/cafe.png
Arrondissement d'Aïn Sebaâ,Café sans nom,Café,Formel,Café sans nom,33.6083484,-7.5219194,icons/cafe.png
Arrondissement d'Aïn Sebaâ,Café sans nom,Café,Formel,Café sans nom,33.6082879,-7.5220776,icons/cafe.png
Arrondissement d'Aïn Sebaâ,Café sans nom,Café,Formel,Café sans nom,33.6082469,-7.5222177,icons/cafe.png
Arrondissement d'Aïn Sebaâ,Café sans nom,Café,Formel,Café sans nom,33.6081907,-7.5223525,icons/cafe.png
Arrondissement d'Aïn Sebaâ,Café sans nom,Café,Formel,Café sans nom,33.6078948,-7.5229905,icons/cafe.png
Arrondissement d'Aïn Sebaâ,Café sans nom,Café,Formel,Café sans nom,33.607195,-7.5241238,icons/cafe.png
Arrondissement d'Aïn Sebaâ,Café sans nom,Café,Formel,Café sans nom,33.6071215,-7.5242354,icons/cafe.png
Arrondissement d'Aïn Sebaâ,Café sans nom,Café,Formel,Café sans nom,33.6069919,-7.5244325,icons/cafe.png
Arrondissement d'Aïn Sebaâ,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.6068839,-7.524614,icons/restaurant.png
Bourgogne,pizza badr,Restaurant,Formel,"Rue Abou Jaafar Bnou Atia, Casablanca",33.5947846,-7.6420504,icons/restaurant.png
Préfecture d'arrondissement de Hay Hassani,Pasta Pino,Restaurant,Formel,"Boulevard Oued Daoura, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5481916,-7.6842292,icons/restaurant.png
Arrondissement d'Aïn-Chock,Café sans nom,Café,Formel,Café sans nom,33.551613,-7.6024381,icons/cafe.png
Ancienne Medina,Café place,Café,Formel,Avenue Hassan II,33.5945149,-7.6186611,icons/cafe.png
Arrondissement de Sidi Belyout,Café Iyad,Café,Formel,Café Iyad,33.5837699,-7.6248973,icons/cafe.png
Bouskoura,Casa Jose,Restaurant,Formel,Casa Jose,33.4907947,-7.5992206,icons/restaurant.png
Sour Jdid,Blendcorner,Restaurant,Formel,"Abbas Mahmoud Al Akkad, Casablanca",33.5931096,-7.6324939,icons/restaurant.png
Sour Jdid,Pans & Company,Restaurant,Formel,Pans & Company,33.59421,-7.6338571,icons/restaurant.png
Préfecture d'arrondissements de Ben M'sick,صيدلية حي النصر 2,Parapharmacie,Formel,9,33.5341105,-7.5570706,icons/pharmacy.png
Préfecture d'arrondissements de Ben M'sick,alimentation général ZAHRI,Supermarché,Formel,10,33.5337483,-7.5561429,icons/supermarket.png
Bouskoura,Pharmacie Bab Al Baida صيدلية باب البيضاء,Parapharmacie,Formel,Bouskoura,33.4787307,-7.6588,icons/pharmacy.png
راسين,Les Frères Gourmet,Café,Formel,Rue Aïn Harrouda زنقة عين حرودة,33.5901638,-7.6407301,icons/cafe.png
Sour Jdid,Snack le Rayon,Restaurant,Formel,"Boulevard Ziraoui, Casablanca",33.5944438,-7.6338089,icons/restaurant.png
Sour Jdid,STR'EAT BURGER,Restaurant,Formel,"Boulevard Ziraoui, Casablanca",33.5941785,-7.6343386,icons/restaurant.png
راسين,Boston Club,Café,Formel,Boston Club,33.5925936,-7.6376382,icons/cafe.png
Sour Jdid,Food Place,Restaurant,Formel,Food Place,33.5937567,-7.6349208,icons/restaurant.png
Sour Jdid,Manhattan Club,Café,Formel,Manhattan Club,33.5922629,-7.6364883,icons/cafe.png
Sour Jdid,Fayrouz,Restaurant,Formel,"Boulevard Ziraoui, Casablanca",33.5942943,-7.6340776,icons/restaurant.png
Sour Jdid,Campus café,Café,Formel,"Rue Abbas Mahmoud Al Akkad, Casablanca",33.5942762,-7.6337443,icons/cafe.png
Sour Jdid,Happy Rolls,Restaurant,Formel,"Boulevard Ziraoui, Casablanca",33.5938919,-7.6348494,icons/restaurant.png
Sour Jdid,lady killer chicha,Café,Formel,lady killer chicha,33.5933143,-7.6347517,icons/cafe.png
Arrondissement d'Aïn-Chock,Cafe Luxia,Café,Formel,Boulevard de Sefrou,33.5476073,-7.589932,icons/cafe.png
Moulay Rachid,مقهى اللوز,Café,Formel,مقهى اللوز,33.5718876,-7.530787,icons/cafe.png
راسين,Gapi,Restaurant,Formel,Gapi,33.5889659,-7.6470317,icons/restaurant.png
Préfecture d'arrondissement de Hay Hassani,Bonne Bouchée,Restaurant,Formel,"Centre Commercial CasaView ETG 1 Magasin 17, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5091824,-7.6711135,icons/restaurant.png
Arrondissement d'Al Fida,4 cerises Patisserie,Café,Formel,4 cerises Patisserie,33.5622732,-7.6103213,icons/cafe.png
Sidi Bernoussi,سناك البيلياتشو,Restaurant,Formel,سناك البيلياتشو,33.6150325,-7.5017124,icons/restaurant.png
Sour Jdid,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,Supérette / Mini-market sans nom,33.6009395,-7.6349887,icons/convenience.png
El Majjatia Ouled Taleb,Pharmacie Dyar Ismail صيدلية ديار إسماعيل,Parapharmacie,Formel,Mediouna,33.4536189,-7.4989284,icons/pharmacy.png
N/A,Pharmacie Kasbah Mediouna صيدلية قصبة مديونة,Parapharmacie,Formel,Médiouna مديونة,33.4629668,-7.5212014,icons/pharmacy.png
N/A,Pharmacie Mediouna صيدلية مديونة,Parapharmacie,Formel,"Hassan II, Médiouna مديونة",33.4536375,-7.5153314,icons/pharmacy.png
N/A,Pharmacie Wiam Mediouna صيدلية وئام مديونة,Parapharmacie,Formel,Médiouna مديونة,33.4475369,-7.5033015,icons/pharmacy.png
N/A,Pharmacie Jnane Mediouna صيدلية جنان مديونة,Parapharmacie,Formel,Médiouna مديونة,33.4558395,-7.507549,icons/pharmacy.png
N/A,Pharmacie Zohour صيدلية زهور,Parapharmacie,Formel,Médiouna مديونة,33.4609958,-7.504889,icons/pharmacy.png
El Majjatia Ouled Taleb,Pharmacie Wellness صيدلية الصحة و العافية,Parapharmacie,Formel,"Route de Mediouna طريق مديونة, Mediouna",33.4354915,-7.5206472,icons/pharmacy.png
Sour Jdid,Café sans nom,Café,Formel,Café sans nom,33.6003103,-7.6374225,icons/cafe.png
Sour Jdid,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,Supérette / Mini-market sans nom,33.598828,-7.6375821,icons/convenience.png
N/A,Pharmacie Atmai صيدلية أتماعي,Parapharmacie,Formel,Had Soualem,33.4142778,-7.8579793,icons/pharmacy.png
N/A,Pharmacie Jardins Sahel صيدلية حدائق الساهل,Parapharmacie,Formel,Had Soualem حـد الـسـوالـم,33.4062432,-7.8523711,icons/pharmacy.png
N/A,Pharmacie Al Widad صيدلية الوداد,Parapharmacie,Formel,Had Soualem حـد الـسـوالـم,33.4097386,-7.8547264,icons/pharmacy.png
N/A,Pharmacie Othmane صيدلية عثمان,Parapharmacie,Formel,Had Soualem,33.4175276,-7.8613165,icons/pharmacy.png
N/A,Pharmacie Ibn Rochd صيدلية ابن رشد,Parapharmacie,Formel,Had Soualem حـد الـسـوالـم,33.4102545,-7.8589737,icons/pharmacy.png
N/A,Pharmacie Al Itkane صيدلية الاتقان,Parapharmacie,Formel,Had Soualem حـد الـسـوالـم,33.4064761,-7.8555897,icons/pharmacy.png
N/A,Pharmacie Had Soualem صيدلية حد سوالم,Parapharmacie,Formel,Had Soualem,33.4184842,-7.8584231,icons/pharmacy.png
N/A,Pharmacie El Houdaigui صيدلية الحديكي,Parapharmacie,Formel,Had Soualem حـد الـسـوالـم,33.4111768,-7.8509247,icons/pharmacy.png
N/A,Pharmacie Al Fadel صيدلية الفضل,Parapharmacie,Formel,Had Soualem,33.413679,-7.8534887,icons/pharmacy.png
N/A,Pharmacie Soufiane صيدلية سفيان,Parapharmacie,Formel,Had Soualem ⵃⴰⴷ ⵙⵡⴰⵍⵎ حد السوالم,33.4227834,-7.8541455,icons/pharmacy.png
N/A,Pharmacie Al Akhawayn صيدلية الأخوين,Parapharmacie,Formel,Had Soualem حـد الـسـوالـم,33.4289805,-7.8561318,icons/pharmacy.png
N/A,Pharmacie Hamdoune صيدلية حمدون,Parapharmacie,Formel,Had Soualem,33.4147983,-7.8606311,icons/pharmacy.png
N/A,Pharmacie Hakmani صيدلية حكماني,Parapharmacie,Formel,Had Soualem,33.423679,-7.8499768,icons/pharmacy.png
N/A,Pharmacie Haidi صيدلية حيدي,Parapharmacie,Formel,Had Soualem,33.4193282,-7.8546421,icons/pharmacy.png
N/A,Pharmacie Yasmina صيدلية ياسمينة,Parapharmacie,Formel,Had Soualem,33.4200316,-7.8523162,icons/pharmacy.png
N/A,Pharmacie Aamir صيدلية عامر,Parapharmacie,Formel,Had Soualem,33.4298245,-7.8524407,icons/pharmacy.png
N/A,Pharmacie Mouktadi Billah صيدلية مقتضي بالله,Parapharmacie,Formel,Had Soualem,33.4257398,-7.8563138,icons/pharmacy.png
N/A,Pharmacie Dyar Dakhama 2 صيدلية ديار الضخامة,Parapharmacie,Formel,Had Soualem حـد الـسـوالـم,33.4336503,-7.8597555,icons/pharmacy.png
N/A,Pharmacie Riad Sahel صيدلية رياض ساهل,Parapharmacie,Formel,Had Soualem,33.4246241,-7.8431383,icons/pharmacy.png
N/A,Pharmacie Ibn Sina صيدلية ابن سينا,Parapharmacie,Formel,Had Soualem,33.425993,-7.8523193,icons/pharmacy.png
N/A,Pharmacie Bismi Allah صيدلية باسم الله,Parapharmacie,Formel,Had Soualem حـد الـسـوالـم,33.4168233,-7.8503409,icons/pharmacy.png
N/A,Pharmacie Centre Commerciale صيدلية المركب التجاري,Parapharmacie,Formel,Had Soualem,33.4179379,-7.8532782,icons/pharmacy.png
N/A,Pharmacie Izdihar صيدلية ازدهار,Parapharmacie,Formel,Had Soualem,33.428857,-7.8344948,icons/pharmacy.png
N/A,Pharmacie Dounia Al Irfane صيدلية دنيا العرفان,Parapharmacie,Formel,Had Soualem,33.4286929,-7.8376466,icons/pharmacy.png
N/A,Pharmacie Complexe Arrakhaa صيدلية مجمع الرخاء,Parapharmacie,Formel,Had Soualem حـد الـسـوالـم,33.4228053,-7.8347782,icons/pharmacy.png
N/A,Pharmacie Ennasr صيدلية النصر,Parapharmacie,Formel,Had Soualem حـد الـسـوالـم,33.4191246,-7.8612661,icons/pharmacy.png
N/A,Pharmacie Jardins Soualem صيدلية حدائق السوالم,Parapharmacie,Formel,Had Soualem حـد الـسـوالـم,33.4233608,-7.8172318,icons/pharmacy.png
N/A,Pharmacie Atiki صيدلية عاتيقي,Parapharmacie,Formel,Nouaceur,33.4032257,-7.521242,icons/pharmacy.png
N/A,Pharmacie Al Hamd صيدلية الحمد,Parapharmacie,Formel,Nouaceur,33.4004679,-7.5219106,icons/pharmacy.png
N/A,Pharmacie Makka صيدلية مكة,Parapharmacie,Formel,Nouaceur ⵏⵡⴰⵚⵕ النواصر,33.4009769,-7.5339071,icons/pharmacy.png
N/A,Pharmacie Alaaz صيدلية العز,Parapharmacie,Formel,Nouaceur,33.4012519,-7.5268112,icons/pharmacy.png
Mohammédia,Pharmacie Achifaa صيدلية الشفاء,Parapharmacie,Formel,Mohammédia المحمدية,33.6743355,-7.3937147,icons/pharmacy.png
Mohammédia,Pharmacie Hay Lasamir صيدلية حي لاسامير,Parapharmacie,Formel,Mohammédia المحمدية,33.6734996,-7.3889184,icons/pharmacy.png
Mohammédia,Pharmacie Jardins Des Fleurs صيدلية حدائق الورود,Parapharmacie,Formel,Mohammédia المحمدية,33.6719759,-7.3950628,icons/pharmacy.png
Mohammédia,Pharmacie El Idrissi صيدلية الادريسي,Parapharmacie,Formel,Mohammédia المحمدية,33.6780972,-7.3860567,icons/pharmacy.png
Mohammédia,Pharmacie Hay Falah صيدلية حي فلاح,Parapharmacie,Formel,Mohammédia المحمدية,33.6829409,-7.3810164,icons/pharmacy.png
Mohammédia,Pharmacie Essalam صيدلية السلام,Parapharmacie,Formel,Mohammédia المحمدية,33.6756847,-7.3874107,icons/pharmacy.png
Mohammédia,Pharmacie Al Inaya صيدلية العناية,Parapharmacie,Formel,Mohammédia المحمدية,33.6776344,-7.3827308,icons/pharmacy.png
Mohammédia,Pharmacie Sarah صيدلية صراح,Parapharmacie,Formel,Mohammédia المحمدية,33.6821026,-7.3769044,icons/pharmacy.png
Mohammédia,Pharmacie Fedala صيدلية فضالة,Parapharmacie,Formel,Mohammédia المحمدية,33.6811127,-7.3823768,icons/pharmacy.png
Mohammédia,Pharmacie Nasser صيدلية ناصر,Parapharmacie,Formel,Mohammédia المحمدية,33.6852596,-7.3786399,icons/pharmacy.png
